4,Is the headline clickbaity?,1,Very much clickbaity,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!
4,Is the headline clickbaity?,1,Very much clickbaity,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!
4,Is the headline clickbaity?,1,Very much clickbaity,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!
4,Is the headline clickbaity?,1,Very much clickbaity,"Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam","Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam"
4,Is the headline clickbaity?,1,Very much clickbaity,"It's all hogwash. The ""official"" narrative of how things went down in the Las Vegas massacre is so full of holes that it begs the question of just how deep the truth about this [...]",MISSION IMPOSSIBLE: Official story of Las Vegas shooting unravels; physical impossibility of lone gunman senior citizen makes narrative ludicrous
4,Is the headline clickbaity?,1,Very much clickbaity,"It's all hogwash. The ""official"" narrative of how things went down in the Las Vegas massacre is so full of holes that it begs the question of just how deep the truth about this [...]",MISSION IMPOSSIBLE: Official story of Las Vegas shooting unravels; physical impossibility of lone gunman senior citizen makes narrative ludicrous
4,Is the headline clickbaity?,1,Very much clickbaity,"It's all hogwash. The ""official"" narrative of how things went down in the Las Vegas massacre is so full of holes that it begs the question of just how deep the truth about this [...]","Nations Press: PLS SHARE: DO NOT EAT THIS FISH, IT IS VERY DANGEROUS FOR YOUR HEALTH!"
4,Is the headline clickbaity?,1,Very much clickbaity,"It's all hogwash. The ""official"" narrative of how things went down in the Las Vegas massacre is so full of holes that it begs the question of just how deep the truth about this [...]","Nations Press: PLS SHARE: DO NOT EAT THIS FISH, IT IS VERY DANGEROUS FOR YOUR HEALTH!"
4,Is the headline clickbaity?,1,Very much clickbaity,"It's all hogwash. The ""official"" narrative of how things went down in the Las Vegas massacre is so full of holes that it begs the question of just how deep the truth about this [...]","Nations Press: PLS SHARE: DO NOT EAT THIS FISH, IT IS VERY DANGEROUS FOR YOUR HEALTH!"
4,Is the headline clickbaity?,1,Very much clickbaity,"Preventing Alzheimer's naturally is as simple as changing your diet and a few lifestyle habits to reset your brain, free PDF included.","Preventing Alzheimer's Disease, Dementia & Cognitive Decline With Diet"
4,Is the headline clickbaity?,1,Very much clickbaity,"Our hearts and prayers go out to all those killed or injured in the Las Vegas shooting, and in a nation where so many anti-Americans are kneeling in pampered protest, this mass shooting saw [...]",Five things that just donâ€™t add up about the Las Vegas mass shooting
4,Is the headline clickbaity?,1,Very much clickbaity,"The FDA has published conclusive proof on their website that the DTap vaccine can cause autism. According to the FDAâ€™s online Biologics Blood Vaccines document, a vaccine manufacturer admits on its package insert that their vaccination can cause autism as one of many adverse reactions. These adverse events reported during post-approval use of Tripedia vaccine...",NOW ITâ€™S OFFICIAL: FDA Announced That Vaccines Are Causing Autism! - InShapeToday
4,Is the headline clickbaity?,1,Very much clickbaity,"The FDA has published conclusive proof on their website that the DTap vaccine can cause autism. According to the FDAâ€™s online Biologics Blood Vaccines document, a vaccine manufacturer admits on its package insert that their vaccination can cause autism as one of many adverse reactions. These adverse events reported during post-approval use of Tripedia vaccine...",NOW ITâ€™S OFFICIAL: FDA Announced That Vaccines Are Causing Autism! - InShapeToday
4,Is the headline clickbaity?,1,Very much clickbaity,"I am frankly shocked this information is not making front page newsÂ right now.Â Monsanto will do anything to bury this storyâ€¦ and as of right now, itâ€™s working. Not a single mainstream media outlet has covered this appalling new report that shows millions of people being poisoned by a chemical that does not belong in our  â€¦ Read More",Monsanto Is Scrambling To Bury This Breaking Story - Don't Let This Go Unshared!
4,Is the headline clickbaity?,2,Somewhat clickbaity,"Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam","Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam"
4,Is the headline clickbaity?,2,Somewhat clickbaity,"Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam","Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam"
4,Is the headline clickbaity?,2,Somewhat clickbaity,"It's all hogwash. The ""official"" narrative of how things went down in the Las Vegas massacre is so full of holes that it begs the question of just how deep the truth about this [...]",MISSION IMPOSSIBLE: Official story of Las Vegas shooting unravels; physical impossibility of lone gunman senior citizen makes narrative ludicrous
4,Is the headline clickbaity?,2,Somewhat clickbaity,"We're often self-conscious when we fart. However, farting is actually healthy for you. Here's why!",Stop holding your farts in. Here are 7 unexpected health benefits of passing gas
4,Is the headline clickbaity?,2,Somewhat clickbaity,"We're often self-conscious when we fart. However, farting is actually healthy for you. Here's why!",Stop holding your farts in. Here are 7 unexpected health benefits of passing gas
4,Is the headline clickbaity?,2,Somewhat clickbaity,"With one dietary change, the U.S. could hypothetically get 74 percent of the way to meeting 2020 greenhouse-gas emission goals.",If Everyone Ate Beans Instead of Beef
4,Is the headline clickbaity?,2,Somewhat clickbaity,"As we grow older we suffer a decline in mental and physical fitness, which can be made worse by conditions like Alzheimer's disease. A new study, published in the open-access journal Frontiers in Human ...",Dancing can reverse the signs of aging in the brain
4,Is the headline clickbaity?,2,Somewhat clickbaity,"Preventing Alzheimer's naturally is as simple as changing your diet and a few lifestyle habits to reset your brain, free PDF included.","Preventing Alzheimer's Disease, Dementia & Cognitive Decline With Diet"
4,Is the headline clickbaity?,2,Somewhat clickbaity,The bill would also mean insurers could consider having postpartum depression or surviving domestic abuse pre-existing conditions.,"Under the GOP's health plan, sexual assault could be considered a pre-existing condition"
4,Is the headline clickbaity?,2,Somewhat clickbaity,"We physicians with all our training, knowledge and authority often acquire a rather large ego that tends to make it difficult to admit we are wrong. So, here it is. Iâ€¦",World Renowned Heart Surgeon Speaks Out On What Really Causes Heart Disease
4,Is the headline clickbaity?,2,Somewhat clickbaity,"Our hearts and prayers go out to all those killed or injured in the Las Vegas shooting, and in a nation where so many anti-Americans are kneeling in pampered protest, this mass shooting saw [...]",Five things that just donâ€™t add up about the Las Vegas mass shooting
4,Is the headline clickbaity?,2,A little bit clickbaity,"We advise against the use of coconut oil,"" the American Heart Association says in a new report.",Coconut oil isn't healthy. It's never been healthy.
4,Is the headline clickbaity?,2,A little bit clickbaity,"We advise against the use of coconut oil,"" the American Heart Association says in a new report.",Coconut oil isn't healthy. It's never been healthy.
4,Is the headline clickbaity?,2,A little bit clickbaity,The scene at the swim-up bar at the Mexican resort where Abbey Conner was pulled listless from the pool in January was full of young tourists last month when an attorney hired by Conner's family showed up.,Resorts in Mexico suspected of drugging tourists
4,Is the headline clickbaity?,2,A little bit clickbaity,The scene at the swim-up bar at the Mexican resort where Abbey Conner was pulled listless from the pool in January was full of young tourists last month when an attorney hired by Conner's family showed up.,Resorts in Mexico suspected of drugging tourists
4,Is the headline clickbaity?,2,A little bit clickbaity,"Every parents worries about the infectious childhood illness that sweep through classrooms and after-school programs this time of year. Most kids get their inoculations early on to avoid old-fashioned diseases like mumps and rubella that used to effect huge swathes of children every year. Even better, thereâ€™s now an annual flu shot for tackling one...",Hand-Foot-And-Mouth Disease On The Rise: Experts Beg Parents To Know The Signs
4,Is the headline clickbaity?,2,A little bit clickbaity,"Every parents worries about the infectious childhood illness that sweep through classrooms and after-school programs this time of year. Most kids get their inoculations early on to avoid old-fashioned diseases like mumps and rubella that used to effect huge swathes of children every year. Even better, thereâ€™s now an annual flu shot for tackling one...",Hand-Foot-And-Mouth Disease On The Rise: Experts Beg Parents To Know The Signs
4,Is the headline clickbaity?,2,A little bit clickbaity,"It's all hogwash. The ""official"" narrative of how things went down in the Las Vegas massacre is so full of holes that it begs the question of just how deep the truth about this [...]",MISSION IMPOSSIBLE: Official story of Las Vegas shooting unravels; physical impossibility of lone gunman senior citizen makes narrative ludicrous
4,Is the headline clickbaity?,2,A little bit clickbaity,"We're often self-conscious when we fart. However, farting is actually healthy for you. Here's why!",Stop holding your farts in. Here are 7 unexpected health benefits of passing gas
4,Is the headline clickbaity?,2,A little bit clickbaity,"A new study confirms why all those bedtime battles are indeed worth it. When kids go to bed early, they are healthier and mom is happier.",Putting Kids To Bed Early Improves Mom's Health - Simplemost
4,Is the headline clickbaity?,2,A little bit clickbaity,"With one dietary change, the U.S. could hypothetically get 74 percent of the way to meeting 2020 greenhouse-gas emission goals.",If Everyone Ate Beans Instead of Beef
4,Is the headline clickbaity?,2,A little bit clickbaity,"With one dietary change, the U.S. could hypothetically get 74 percent of the way to meeting 2020 greenhouse-gas emission goals.",If Everyone Ate Beans Instead of Beef
4,Is the headline clickbaity?,2,A little bit clickbaity,"With one dietary change, the U.S. could hypothetically get 74 percent of the way to meeting 2020 greenhouse-gas emission goals.",If Everyone Ate Beans Instead of Beef
4,Is the headline clickbaity?,2,A little bit clickbaity,"With one dietary change, the U.S. could hypothetically get 74 percent of the way to meeting 2020 greenhouse-gas emission goals.",If Everyone Ate Beans Instead of Beef
4,Is the headline clickbaity?,2,A little bit clickbaity,"Preventing Alzheimer's naturally is as simple as changing your diet and a few lifestyle habits to reset your brain, free PDF included.","Preventing Alzheimer's Disease, Dementia & Cognitive Decline With Diet"
4,Is the headline clickbaity?,2,A little bit clickbaity,The bill would also mean insurers could consider having postpartum depression or surviving domestic abuse pre-existing conditions.,"Under the GOP's health plan, sexual assault could be considered a pre-existing condition"
4,Is the headline clickbaity?,2,A little bit clickbaity,"We physicians with all our training, knowledge and authority often acquire a rather large ego that tends to make it difficult to admit we are wrong. So, here it is. Iâ€¦",World Renowned Heart Surgeon Speaks Out On What Really Causes Heart Disease
4,Is the headline clickbaity?,2,A little bit clickbaity,"We physicians with all our training, knowledge and authority often acquire a rather large ego that tends to make it difficult to admit we are wrong. So, here it is. Iâ€¦",World Renowned Heart Surgeon Speaks Out On What Really Causes Heart Disease
