1,Rate your impression of the credibility of this article,1,Very low credibility,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!
1,Rate your impression of the credibility of this article,1,Very low credibility,"Every parents worries about the infectious childhood illness that sweep through classrooms and after-school programs this time of year. Most kids get their inoculations early on to avoid old-fashioned diseases like mumps and rubella that used to effect huge swathes of children every year. Even better, thereâ€™s now an annual flu shot for tackling one...",Hand-Foot-And-Mouth Disease On The Rise: Experts Beg Parents To Know The Signs
1,Rate your impression of the credibility of this article,1,Very low credibility,"Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam","Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam"
1,Rate your impression of the credibility of this article,1,Very low credibility,"It's all hogwash. The ""official"" narrative of how things went down in the Las Vegas massacre is so full of holes that it begs the question of just how deep the truth about this [...]",MISSION IMPOSSIBLE: Official story of Las Vegas shooting unravels; physical impossibility of lone gunman senior citizen makes narrative ludicrous
1,Rate your impression of the credibility of this article,1,Very low credibility,"We're often self-conscious when we fart. However, farting is actually healthy for you. Here's why!",Stop holding your farts in. Here are 7 unexpected health benefits of passing gas
1,Rate your impression of the credibility of this article,1,Very low credibility,"I am frankly shocked this information is not making front page newsÂ right now.Â Monsanto will do anything to bury this storyâ€¦ and as of right now, itâ€™s working. Not a single mainstream media outlet has covered this appalling new report that shows millions of people being poisoned by a chemical that does not belong in our  â€¦ Read More","Nations Press: PLS SHARE: DO NOT EAT THIS FISH, IT IS VERY DANGEROUS FOR YOUR HEALTH!"
1,Rate your impression of the credibility of this article,1,Very low credibility,"I am frankly shocked this information is not making front page newsÂ right now.Â Monsanto will do anything to bury this storyâ€¦ and as of right now, itâ€™s working. Not a single mainstream media outlet has covered this appalling new report that shows millions of people being poisoned by a chemical that does not belong in our  â€¦ Read More","Nations Press: PLS SHARE: DO NOT EAT THIS FISH, IT IS VERY DANGEROUS FOR YOUR HEALTH!"
1,Rate your impression of the credibility of this article,1,Very low credibility,"I am frankly shocked this information is not making front page newsÂ right now.Â Monsanto will do anything to bury this storyâ€¦ and as of right now, itâ€™s working. Not a single mainstream media outlet has covered this appalling new report that shows millions of people being poisoned by a chemical that does not belong in our  â€¦ Read More","Nations Press: PLS SHARE: DO NOT EAT THIS FISH, IT IS VERY DANGEROUS FOR YOUR HEALTH!"
1,Rate your impression of the credibility of this article,1,Very low credibility,"The FDA has published conclusive proof on their website that the DTap vaccine can cause autism. According to the FDAâ€™s online Biologics Blood Vaccines document, a vaccine manufacturer admits on its package insert that their vaccination can cause autism as one of many adverse reactions. These adverse events reported during post-approval use of Tripedia vaccine...",NOW ITâ€™S OFFICIAL: FDA Announced That Vaccines Are Causing Autism! - InShapeToday
1,Rate your impression of the credibility of this article,1,Very low credibility,"I am frankly shocked this information is not making front page newsÂ right now.Â Monsanto will do anything to bury this storyâ€¦ and as of right now, itâ€™s working. Not a single mainstream media outlet has covered this appalling new report that shows millions of people being poisoned by a chemical that does not belong in our  â€¦ Read More",Monsanto Is Scrambling To Bury This Breaking Story - Don't Let This Go Unshared!
1,Rate your impression of the credibility of this article,1,Very low credibility,"I am frankly shocked this information is not making front page newsÂ right now.Â Monsanto will do anything to bury this storyâ€¦ and as of right now, itâ€™s working. Not a single mainstream media outlet has covered this appalling new report that shows millions of people being poisoned by a chemical that does not belong in our  â€¦ Read More",Monsanto Is Scrambling To Bury This Breaking Story - Don't Let This Go Unshared!
1,Rate your impression of the credibility of this article,1,Very low credibility,"I am frankly shocked this information is not making front page newsÂ right now.Â Monsanto will do anything to bury this storyâ€¦ and as of right now, itâ€™s working. Not a single mainstream media outlet has covered this appalling new report that shows millions of people being poisoned by a chemical that does not belong in our  â€¦ Read More",Monsanto Is Scrambling To Bury This Breaking Story - Don't Let This Go Unshared!
1,Rate your impression of the credibility of this article,1,Somewhat low credibility,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!,CONFIRMED: E-CIGARETTES CAUSE A HORRIBLE INCURABLE DISEASE CALLED â€˜POPCORN LUNGâ€™. WORSE THAN LUNG CANCER!
1,Rate your impression of the credibility of this article,1,Somewhat low credibility,"Every parents worries about the infectious childhood illness that sweep through classrooms and after-school programs this time of year. Most kids get their inoculations early on to avoid old-fashioned diseases like mumps and rubella that used to effect huge swathes of children every year. Even better, thereâ€™s now an annual flu shot for tackling one...",Hand-Foot-And-Mouth Disease On The Rise: Experts Beg Parents To Know The Signs
1,Rate your impression of the credibility of this article,1,Somewhat low credibility,"Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam","Lead Developer of HPV Vaccines Comes Clean, Warns Parents & Young Girls Itâ€™s All A Giant Deadly Scam"
1,Rate your impression of the credibility of this article,1,Somewhat low credibility,"It's all hogwash. The ""official"" narrative of how things went down in the Las Vegas massacre is so full of holes that it begs the question of just how deep the truth about this [...]",MISSION IMPOSSIBLE: Official story of Las Vegas shooting unravels; physical impossibility of lone gunman senior citizen makes narrative ludicrous
